CLUE,ANS,POS
Confess and permit entrance ,admit,1
Sudden attack ,assault,1
"Feature, quality ",characteristic,2
Seaweed ,kelp,2
Immature state ,childhood,2
S African currency ,rand,1
Order to be off the streets by a certain hour ,curfew,1
Kenyan capital ,nairobi,1
Yearn ,ache,1
From one side to another,across,1
Compartment for baking ,oven,1
Main tower of a castle ,keep,1
Paradise ,eden,2
Self-evident truth ,axiom,1
"Turn to (for information, authorisation etc)",refer,7
Hollow (in a wall) ,recess,5
Andean beast of burden ,llama,1
One hooked on something ,addict,1
Unwillingness to respect the views of others ,intolerance,1
OT book; figures ,numbers,3
Great fear,terror,1
Universe ,cosmos,1
