CLUE,ANS,POS
Plenty,ample,7
Assistance ,aid,1
Language widespread in East Africa ,swahili,1
Case for a sword ,scabbard,1
Author of Lady Chatterley's Lover,lawrence,1
The 50th state ,hawaii,1
Harmful,noxious,10
Slender tower with balconies ,minaret,1
Clean and orderly ,tidy,1
West African country ,ghana,1
Parvenu ,upstart,1
Performer's skill,artistry,1
They are absorbent ,sponges,1
Forsaken children,waifs,3
Pirates' flag ,jolly roger,1
Gifts ,presents,1
Fall down ,tumble,1
River in central Italy ,arno,4
Determined attempt ,effort,1
Comparable ,similar,2
Toothed wheel driven by a chain ,sprocket,1
Seat on horse or bike,saddle,8
Heavenly being ,angel,1
Insubstantial,thin,16
Very unkind,cruel,1
