CLUE,ANS,POS
High-pitched and sharp ,shrill,6
Sweetener ,sugar,1
Enclosed drain under a road or railway ,culvert,1
Underarm protection? ,deodorant,1
Former British rule ,empire,1
Residue of a fire ,ash,1
Trojan hero,hector,4
Intrepid ,fearless,3
The largest flatfish ,halibut,3
Spanish painter born in Greece ,el greco,3
Ships travelling together ,convoy,5
Of the kidneys ,renal,1
Look over ,survey,11
1966 Michael Caine film,alfie,9
Happy-go-lucky ,carefree,1
In a position to ,able,1
