CLUE,ANS,POS
"Apply, employ ",use,1
Let-up ,respite,3
Lie on surface of water,float,1
"Going on and on, interminable ",endless,1
Fasteners with threaded shanks ,screws,3
Latin poet ,virgil,1
Two-hump camel ,bactrian,2
"With tender, nostalgic or sad feelings ",sentimental,2
Tail vertebrae ,coccyx,1
Offend(ed),hurt,4
Flee ,escape,2
"Informally, an important person - sounds loud ",big shot,3
Ownership ,possession,1
Pull hard ,yank,3
Simple arithmetic ,addition,1
Accessible to all ,public,2
Fungus used in baking ,yeast,1
