CLUE,ANS,POS,FOUND IN
Changed from solid to liquid ,melted,6,Melted down
Lady of the night before ,eve,14,Evening stargazer
One serves at table ,waiter,1,Waiter/waitress
Deal with ,process,17,Maintain confidentiality throughout the process
Precious stones,gems,1,Gemstone
Arsonist ,pyromaniac,4,Pyromaniac (if the individual has a diagnosable condition)
Small pool of muddy water ,puddle,6,Puddle with sediment
Small role for a well-known actor,cameo,9,Appearing in a cameo role in an upcoming film or series
"- - Jones, 1969 Wimbledon champion ",ann,5,"After retiring from competitive sports in 1973 at the age of 25, he channeled his dedication towards nurturing future generations of British tennis talent"
Disastrous destiny ,doom,4,Doomsday scenario
A very black colour of black ,jet,6,Jet-black color
Exult -- make merry ,rejoice,1,"Rejoice: Joyous celebration, aligning with the meaning of exultation."
Out of breath ,puffing,7,Huffing and puffing
For a single time only ,once,4,Happening once in a lifetime
Petition ,request,1,"Request for consideration or action from an authority, organization, or group."
Exceed,surpass,1,Surpassing expectations
