CLUE,ANS,OUTPUT
"Draw out, evoke",elicit,"['Illuminate - to draw light and thereby brighten or make clear', 'Elucidate - to explain something in detail so it is easy to understand', 'Convey - to communicate (information) to someone; transmit', 'Emancipate - to set free from legal, social, or political restrictions', 'Provoke - to stimulate (an action, reaction, or emotion, typically a negative one)', 'Exude - to release slowly and steadily; emit', 'Extrapolate - to infer by extending known information or data', 'Inspire - to fill someone with the urge or ability to do something creative or achievement-oriented', 'Reveal - to make (something) known or visible; uncover', 'Amplify - to increase in volume, intensity, or degree; magnify', 'Embroil - to involve someone deeply in an argument, conflict, or difficult situation', 'Excite - to cause a feeling of excitement or enthusiasm; arouse interest', 'Unveil - to reveal something previously hidden or unseen', 'Dramatize - to present (a story) on the stage in dramatic form; dramatization', 'Evocative - suggesting or tending to evoke an image, memory, emotion, or feeling', 'Unpack - to remove from a container and separate into smaller parts for use; unpacking', 'Transfigure - to change in appearance or form so as to make it seem beautiful or impressive; transform', 'Precipitate - to cause (a reaction, event, or change); instigate', 'Enlighten - to give someone greater knowledge and understanding about a subject or situation', 'Illumine - to light up; brighten']"
"Apply, employ ",use,"['Hire', 'Engage', 'Utilize', 'Activate', 'Instigate', 'Deploy', 'Integrate', 'Implement', 'Exercise', 'Operate', 'Enlist', 'Appoint', 'Recruit', 'Contract', 'Engross', 'Assign', 'Invoke', 'Bind (as in to bind or tie something)', 'Adhere (in the sense of adhering/applying rules, standards, etc.)', ""Attach (as in attaching an applicant's credentials)""]"
Two-year-old sheep ,bident,"['Lamb', 'Sheepling (archaic term for young sheep)', 'Ewe lamb (specifically referring to female two-year-old sheep)', 'Wether (castrated male lamb, but can be used generally for any castrated or younger animal)', 'Ram lamb (male two-year-old sheep, though typically ""ram"" is used before they\'re fully mature)', 'Calf (in general terms, young bovine; however, it’s not specific to sheep but can be colloquially used for young sheep in some regions)', 'Kid (young goat, which could be confused with lamb, so this term should be specifically used to avoid confusion)', 'Cheviot (referring to a breed of sheep rather than age-specific)', 'Gimmer (Scottish dialect for a young sheep)', ""Lefel (Welsh word for a two-year-old sheep, though it's more commonly used to describe a female sheep in general)"", 'Bambi (not directly related to age but often associated with the innocence and youthfulness of animals including lambs)', 'Sheeplet (a very small or young sheep; not specific to two years old, but could be used colloquially in certain contexts)', 'Woolen (as a term for products made from wool, which applies to all ages of sheep)', 'Fleece (the coat of wool on an animal like a lamb; not age-specific but relevant to the topic)', 'Sheepfold (an enclosure where sheep are kept; unrelated to age)', 'Flock (a group of sheep, including any age group)', ""Wooly (describing something covered with wool or resembling a young lamb's appearance)"", 'Lambing season (the time when ewes give birth; not specific to two-year-olds but relevant to the topic of sheep)', 'Sheepskin (skin of a sheep, again not age-specific)', ""Flocking (process where wool is combed and arranged closely together in preparation for spinning or weaving; unrelated directly to age but related to lambs' wool).""]"
Car (US) ,auto,"['Sedan', 'Hatchback', 'Coupe', 'Convertible', 'Station Wagon', 'Sports Car', 'Pickup Truck', 'Minivan', 'SUV (Sport Utility Vehicle)', 'Van', 'Motorhome/RV (Recreational Vehicle)', 'Mini Cooper', 'Jeep Wrangler', 'Challenger', 'Charger', 'Silverado', 'Explorer', 'Civic', 'Mustang (specific to Ford)', 'Accord']"
Slogan or memorable expression ,catchword,"['Just Do It (Nike)', 'Bring Back The Beach (Pentax)', 'Think Different (Apple)', 'A Mind Is a Terrible Thing to Waste (AT&T)', ""Because You're Worth It (L'Oréal Paris)"", ""I'm Lovin' It (McDonald's)"", 'The Happiness of Pasta (Buitoni)', ""Where's the Beef? (Wendy's)"", 'Have it Your Way (KFC)', 'Throw Decision Away (Citizen Watch)', 'Breakfast of Champions (Pepsi)', 'The Ultimate Driving Machine (BMW)', 'Fire up the Grill (Weber-Stephen Products)', 'Be All You Can Be (US Army)', ""Because I'm Worth It (Clairol Shampoo)"", 'Taste the Feeling (Kraft Heinz)', 'Make Every Second Count (Xbox)', 'Think, Act, Grow (Gillette Razors)', 'Because You Are Worth It (Dove Body Wash)', ""Life's a Beach (BP)""]"
Variety of pen ,felt tip,"['Fountain Pen', 'Ballpoint Pen', 'Gel Pen', 'Rollerball Pen', 'Brush Pen', 'Marker Pen', 'Ink Pen (Permanent Marker)', 'Retractable Pen', 'Felt-tip Pen', 'Stabilo Chisel Point Pen', 'Cross Pen', 'Quill Pen', 'Dip Pen', 'Pilot Targa 60 Ballpoint Pen', 'Parker Duofold Fountain Pen', 'Montblanc Meisterstück Ebonite Fountain Pen', 'Uni-ball Signo Gel Ink Rollerball Pen', 'Zebra Marker Pen (Zebra Stripes)', 'Sharpie Permanent Marker Pen', 'Tombow Mono FX Brush Pen']"
Exercise power over in an autocratic manner ,domineer,"['Dominate', 'Control', 'Oversee', 'Command', 'Regulate', 'Monopolize', 'Assertion', 'Imposing', 'Coerce', 'Enforce', 'Exert', 'Impose', 'Mandate', 'Authority', 'Govern', 'Oppress', 'Overrule', 'Strictly enforce', 'Autocratically administer', 'Unilaterally decide']"
Continuously,on and on and on,"['Persistently', 'Continually', 'Unceasingly', 'Incessantly', 'Nonstop', 'Constantly', 'Steadfastly', 'Infinitely', 'Everlastingly', 'Perpetually', 'Tirelessly', 'Diligently', 'Ubiquitously (in a context of being present everywhere continuously)', 'Routinely', 'Ongoing', 'Unendingly', 'Incessantly (again, in a similar vein to its primary meaning)', 'Perpetually (similar to ""perpetuity"")', 'Endlessly', 'Hourly (used when something happens every hour continuously)']"
Chris - - (women's tennis) ,evert,"['Serve', 'Backhand', 'Forehand', 'Volley', 'Slam', 'Doubles', 'Singles', 'Baseline', 'Net stance', 'Smash', 'Lob', 'Spin', 'Footwork', 'Tactics', 'Mental strength', 'Focus', 'Agility', 'Court coverage', 'Strategy', 'Champion']"
Public fuss,furore,"['Scandal', 'Controversy', 'Outcry', 'Upheaval', 'Commotion', 'Turmoil', 'Fiasco', 'Debacle', 'Brawl', 'Riot', 'Affair', 'Uproar', 'Clamor', 'Disturbance', 'Hullabaloo', 'Hubbub', 'Meltdown', 'Pandemonium', 'Explosion', 'Frenzy']"
