CLUE,ANS,POS
Died by submersion ,drowned,1
Muck ,dirt,1
Prickly plant of lithest kind ,thistle,2
Border or leeway ,margin,18
Automaton resembling a human,android,1
Money lodged to secure release pending trial ,bail,1
Glue ,adhesive,1
Item of make-up ,lipstick,1
God ,deity,3
Get to one's feet ,arise,3
"Spun, making a sound ",whirred,1
Shaped like a ring ,circular,1
Tetanus ,lockjaw,1
Annulment ,cancellation,1
Mouth-organ ,harmonica,1
Secret police of the former German Democratic Republic,stasi,1
Central part ,core,1
Prophesy ,foretell,1
Therefore ,thus,2
Fast-running African bird ,ostrich,2
Guardian ,keeper,3
"Dry and mocking, or bent out of shape ",wry,17
