CLUE,ANS,POS,FOUND IN
Finlandia composer ,sibelius,1,Jean Sibelius
Filled pasta squares ,ravioli,7,Ravioli mosaic
Start ,begin,4,Beginning
Saturate ,drench,2,Completely drenched
Impelling ,urging,5,Urging influence
Hot displeasure ,anger,4,Warmth-induced anger
(Walk with) a stiff pompous gait ,strut,1,Arrogantly strutting
"French composer, d. 1963 - clone up (anag)",poulenc,6,Poulenc's portrait
Child's construction set ,lego,2,LEGO bricks
Pare ,trim,16,Trimmed
Without a particular aim or purpose - say a choice ,random,6,Random selection
Not merited ,unearned,19,Unearned praise
Saint and King of Norway ,olaf,1,Olaf Tryggvason
Person with refined tastes in food and drink ,epicure,1,Epicurean
