CLUE,ANS,POS
Whim ,vagary,10
Clamorous ,noisy,1
A long arduous march ,trek,1
Light volcanic rock ,pumice,2
Unpleasant ,nasty,4
Inhabitant of a city ,citizen,2
Agreement ,harmony,3
Small falcon,kestrel,2
Official procedure ,protocol,1
Underground passage ,tunnel,1
Plenteous ,ample,5
"Chain, shackle ",fetter,2
Roman emperor ,nero,3
Mediterranean island ,cyprus,2
"Hot and bothered, rattled",flustered,1
Memo ,note,1
Sameness ,monotony,2
Indian prince ,rajah,1
Church residence ,vicarage,3
Portuguese Atlantic isles ,azores,1
Verify -- rein in ,check,3
Give assent ,concur,2
