CLUE,ANS,POS,FOUND IN
Season of falling leaves ,autumn,1,Autumnal
Moll Flanders author ,defoe,2,Daniel Defoe
Motherly,maternal,11,Maternal love
Wireless ,radio,3,Radio frequency accessible
His touch turned to gold ,midas,6,Touch of Midas
Escaped or avoided ,evaded,15,Evaded unwanted attention
Quick look ,glance,1,Brief glance
Quick way to meet a new partner?,speed dating,2,Speed dating events - These are designed for quick introductions.
Estrange ,alienate,1,Alienated
Branch of study of the physical world ,science,2,Natural Sciences
Find - Scott's ship,discovery,6,Discovery replica
Unwanted plant ,weed,1,Weeds
Relative three generations earlier ,great-grandmother,2,Great-great-grandmother
Spanish friend ,amigo,1,Amigo hispano
Mechanical device preventing a wheel slipping backwards,ratchet,3,Ratchet mechanism
Taurus,bull,1,Bull-headed
Lie with arms and legs spread about loosely ,sprawl,10,Tentative sprawl
Set in motion,trigger,10,Triggered
Inappropriate ,improper,5,Improper for the setting
Field of grass ,meadow,3,Meadowland
Subdivisions in theatre ,scenes,1,Acts: Sections of a play separated by scenes or intermissions
Form of mental illness causing one to withdraw into private world ,autism,3,Autism Spectrum Disorder
Unit of current ,ampere,1,Ampere (A)
