CLUE,ANS,POS
Prickly plant with purple flowers ,thistle,1
Ignored ,neglected,3
An alloy of mercury with another metal ,amalgam,1
Very beautiful or sensitive,exquisite,4
Land covered with trees ,forest,1
Bay State ,massachusetts,1
Lock (of hair) ,tress,5
Cleaning implement ,mop,2
Porous fibres for soaking up ,sponge,9
Holy ,sacred,1
One of Santa's reindeers,prancer,5
Fell asleep ,nodded off,1
System of beliefs,creed,4
Cleaner - TV programme,soap,5
Leg joint,knee,1
Distinguished and admired ,eminent,13
Insurgent ,rebel,6
Graduates of a college ,alumni,1
Pester persistently,harass,5
"High-pitched, piercing ",shrill,2
Demureness ,coyness,7
