CLUE,ANS,POS
Professional misconduct,malpractice,2
Stuck-up ,snobbish,3
Responsibility or burden ,onus,3
Ancient two-handled jar ,amphora,1
One wearing clothing typical of the opposite sex ,cross-dresser,1
State of being held prisoner ,captivity,3
Area of land feeding one river ,drainage basin,3
Brilliant - dazzling,scintillating,13
Appraise ,assess,2
Underneath ,below,2
Nothingness ,nullity,3
Very black ,inky,3
Dessert ,pudding,2
Group of things that belong together ,set,1
More ill ,sicker,1
Anticipate ,foresee,3
Idle wanderer ,vagabond,3
(Political) murder ,assassination,1
Small leaflet ,pamphlet,1
Groups or witches ,covens,1
Afflication ,malady,7
Gesture expressing unconcern,shrug,1
Mistake ,error,41
Belgian city,antwerp,2
Sports or entertainment venue ,arena,2
