CLUE,ANS,POS,FOUND IN
Chance event ,accident,9,Accidental discovery
Discussion group ,panel,5,Panel discussion
Admonish ,warn,2,Warning
Fool - model aeroplane varnish,dope,1,Dopey
Informer ,rat,6,Rats out
An habitual drunkard ,sot,4,Sotted
Make (land) available for use,reclaim,13,Reclaimed (formerly unused land)
State firmly ,aver,5,Unwavering
Long periods of time - noes have it ,eons,18,Cosmic eons (if the periods are incredibly lengthy)
Organ for breathing ,lung,1,Lungs
Feel sorry for ,pity,5,Pitying
