CLUE,ANS,POS
Move unsteadily (like a jelly?),wobble,2
Surpass - overshadow - excel,outdo,4
Lock openers ,keys,2
The art of growing ornamental dwarfed plants ,bonsai,2
Level a charge against ,accuse,2
Prickling sensation ,tingle,23
Of regions around the North Pole ,arctic,42
Shouting ,yelling,7
Installer of mains-powered equipment ,electrician,2
Chair of the monarch ,throne,2
Sea between Italy and former Yugoslavia ,adriatic,2
Acclaim ,praise,2
Of little importance ,trivial,5
Hitch ,snag,6
Diplomatic messenger ,envoy,2
Fossilised resin ,amber,2
