CLUE,ANS,POS
Therefore ,hence,5
Head of corn,ear,1
Small mouthful of food ,morsel,2
Shelter on sports ground ,dugout,10
"American state, capital Des Moines ",iowa,1
Aromatic herb ,tarragon,11
Famous battle site in Texas ,alamo,1
Group of bushes ,thicket,2
Land covered with trees,forest,1
Military land force ,army,1
Beam over door or window ,lintel,3
Inexpensive accommodation as for back-packers ,hostel,1
Relate to; anxiety ,concern,4
Not temporary ,permanent,1
Flummoxed ,nonplussed,10
"Destiny, kismet ",fate,1
Test ,quiz,2
