CLUE,ANS,POS
Formerly capital of Nigeria ,lagos,1
Deliberately avoid ,shun,1
Access ,entry,4
"Be present at, turn up for ",attend,1
Low-ranking naval officer ,ensign,2
Lacking in restraint ,uninhibited,9
Motor fuel ,diesel,2
West African country ,mali,4
Major Asian river ,indus,3
Musical instrument like a small guitar ,mandolin,3
Branch of mathematics ,algebra,2
Underground passage ,tunnel,1
Speaker ,orator,1
Devilment or roguishness ,mischief,1
"Adversary, antagonist ",opponent,1
Throb ,ache,4
"Notions, thoughts ",ideas,1
Largest city in New Mexico ,albuquerque,1
Small ornaments ,bric-a-brac,8
Bird expert ,ornithologist,1
Group of families,tribe,5
One receiving medical care ,patient,1
Loud cry of a bull ,bellow,5
"Handle, run ",manage,1
Discomfort due to changing time zones when flying,jet lag,1
