CLUE,ANS,POS,FOUND IN
Facet ,aspect,6,External aspect
Egyptian canal ,suez,1,Suez Canal
Baltic state ,estonia,1,"The Baltic states are Estonia, Latvia, and Lithuania"
Source of illumination ,light,3,Candlelight
Paperback ,book,5,Bound book
Chinese dynasty -- Flash Gordon's foe ,ming,2,"The Qin Dynasty, known for its terracotta army, would be a fitting historical reference that aligns with Flash Gordon's enemy Ming in which dynasty? (Answer: Kane)"
South West Africa,namibia,1,Namibia (the country that was formerly known as South West Africa before gaining independence in 1990)
Tension ,stress,9,Quickly available (stresses the aspect of rapid availability)
Computer program loading method ,bootstrap,10,Operating system bootstrapping
Bring up or stand up on hind legs ,rear,2,Reared
