CLUE,ANS,POS,FOUND IN
Note equivalent to four crotchets ,semibreve,2,"Semibreve (or whole note) - In terms of rhythm, a semibreve lasts for four crotchets, making its total value equivalent to a quarter-note's worth in a 4/4 time signature."
Stretch of time ,period,1,"Aeon - an indefinite, seemingly endless period or moment."
Rope for restraining animal (6) ,tether,6,Tethers
Celebrity,star,2,Starlet
"Cabbage, sprouts etc ",greens,8,"Collard greens - Large leaf vegetables from the Brassica family similar to kale but thicker and more sturdy; commonly prepared by simmering with bacon, vinegar, and spices."
Hungarian composer ,liszt,2,"Franz Liszt - A prominent Hungarian-born piano virtuoso and composer, he greatly influenced Romantic-era music."
Vehicle for pulling others ,tractor,7,Semi-truck (Tractor-trailer)
Sudden seizure of power ,coup,1,Coup d'état
Italian wine ,chianti,1,"Chianti - A red wine produced in Tuscany, made primarily from Sangiovese grapes."
Blow air through (grain) to remove chaff ,winnow,3,Winnowing
Newspaper with half-size pages ,tabloid,1,"Tabloid - A type of newspaper characterized by its smaller, compact format and sensationalist journalism style."
Hard iron alloy ,steel,4,High-Strength Low-Alloy (HSLA) Steel
