CLUE,ANS,POS
Informal energy or drive ,vim,1
Send on; football player ,forward,14
Steven Redgrave's sport,rowing,1
Aviator ,pilot,1
Examination of component parts ,analysis,3
Chop or cut with axe ,hew,5
Respect ,deference,7
Capital of Turkey ,ankara,1
Sing ,warble,6
"Inordinate, unreasonable ",excessive,18
A brainwave?,idea,2
Hatred of women ,misogyny,1
"Disdain, disrespect ",contempt,1
Antagonistic ,hostile,2
Amphibian - a Ken Livingstone pet?,newt,2
Track performer ,athlete,1
Dress for bed?,nightgown,2
