CLUE,ANS,POS
Calculate approximately ,estimate,1
Stay on ,remain,1
Defeat by superior ingenuity ,outwit,1
Reverie ,dream,1
Sway on the brink,teeter,1
Be in accord,agree,1
Of birth ,natal,1
"Virgil -, US composer ",thomson,1
Salad plant,cress,11
Hungarian stew ,goulash,1
Breastbone ,sternum,1
Frustrated and foiled ,thwarted,4
Aperture or opportunity ,opening,1
Wooden hammer ,mallet,1
Taking to be the case ,assuming,1
Direction of the rising sun ,east,1
Peas grow in one ,pod,1
Crown or headband as sign of sovereignty ,diadem,2
The defendant ,accused,1
"Fabric, material ",textile,2
Put up with ,tolerate,1
Slightly drunk ,tipsy,1
Distance from equator measured in degrees ,latitude,1
"Plant, avens ",geum,1
Little Bighorn general ,custer,1
Fluid collected by bees ,nectar,2
Improvement in quality ,enhancement,2
Good enough ,adequate,2
Economical -- rubbishy ,cheap,10
South American river ,amazon,1
Oily ,greasy,1
A facial twitch ,tic,8
Fragrance,aroma,4
Old ,ancient,3
Appetizers in an Italian meal ,antipasto,1
