CLUE,ANS,POS
Prickly plant with purple flowers ,thistle,2
Ignored ,neglected,2
An alloy of mercury with another metal ,amalgam,1
Very beautiful or sensitive,exquisite,1
Woodland god ,satyr,6
Wesleyan ,methodist,1
Cleaning implement ,mop,2
Not achieving one's aim ,unsuccessful,1
Porous fibres for soaking up ,sponge,11
Holy ,sacred,1
One of Santa's reindeers,prancer,3
Leg joint,knee,2
Cheerfully optimistic ,sanguine,10
Used in (anag) -- unmentionables ,undies,14
Insurgent ,rebel,1
Graduates of a college ,alumni,1
"High-pitched, piercing ",shrill,2
