CLUE,ANS,POS,FOUND IN
"Large, mainly Mongolian, desert",gobi,1,Gobi Desert
Play music in the street ,busk,5,Buskers' ensemble
Ashen hue ,pallor,18,"Pallor of death (in extreme cases, when lacking nourishment for long periods)"
Get down low ,crouch,1,Crouching
Award conferred as a mark of respect ,honour,11,Recipient's name followed by an official title: The Right Honourable [Last Name]
Catch the breath ,gasp,2,Gasping
Magician ,wizard,8,Wizard of the stage (metaphorical reference to a skilled magician)
Authentic ,real,5,Real-life experience
Fan out in ornamental water jet ,fountain,1,Aesthetic fountain design
Leave ,depart,1,Departing
Make stronger and hardier ,toughen,13,Toughened through trials
"Native to, eg, Cardiff ",welsh,14,Indigenous Welshman/woman (if specifically referencing nationality)
Of the distinct ways of living of a particular group of people,ethnic,10,"Religious observances: Regular religious rituals, ceremonies, festivals, or practices specific to an ethnic group."
Conforming to Islamic (dietary) laws,halal,1,"Halal: Compliant with Islamic dietary law, permissible for consumption by Muslims."
Separated ,apart,7,Split apart
Oliver Goldsmith wrote 'The . . . . . of Wakefield' ,vicar,1,The Vicar of Wakefield
Pursue quarry ,hunt,1,Hunt for game
Whole and complete ,entire,1,Entirety: Completely consisting of all elements or parts; undivided.
Widespread ,mass,18,Mass appeal
"Tear, rend ",rip,10,Ripped
Permit,allow,1,Allowing
"Fidel . . . . . ., Cuban chief ",castro,1,"A charismatic leader and symbolic figurehead for many supporters worldwide, Castro spearheaded the Cuban Revolution which overthrew the US-backed dictator Fulgencio Batista on January 1, 1959."
