CLUE,ANS,POS
Bear patiently ,endure,2
Maritime ,nautical,4
Evaluations ,assessments,2
Travel through an area to learn about it ,explore,1
Follower of religion founded by Joseph Smith Jr. ,mormon,1
A simple or old song ,ballad,2
Set in motion,trigger,4
State-of-the-art ,cutting-edge,2
Inappropriate ,improper,1
Attack by planes,air raid,2
The kneecap ,patella,1
Field of grass ,meadow,1
Subdivisions in theatre ,scenes,2
Part of a machine with a plunging motion ,piston,2
Handle something awkwardly ,fumble,2
Object much prized by enthusiasts ,collector's item,6
Offer of marriage ,proposal,2
Compunction ,remorse,2
