CLUE,ANS,POS,FOUND IN
It's linked to the Mediterranean by the Suez Canal ,red sea,7,Red Sea (the body of water that connects with the Mediterraneamoan via the Suez Canal)
Stadium,arena,3,Sports arena (synonymous with stadium but also fits in crosswords)
Adult swine ,hog,4,Hog farmer
"'Sadness, grief (6)' ",sorrow,3,Sorrowful
"Sir John --, Victorian illustrator (Alice) ",tenniel,1,Tenniel (John Tenniel was a famous illustrator who created many of the original images for Lewis Carroll's 'Alice in Wonderland')
Latent ability,potential,6,Undeveloped potential
Furtiveness ,stealth,4,Stealthy
Son or daughter ,child,4,Kin's child
Fourth part ,quarter,2,Quarter (as in a quarter of something)
New Zealand bird ,kiwi,1,"Kiwi (iconic native bird, also the name for a person from New Zealand)"
Strong cord ,rope,2,Durable rope
