CLUE,ANS,POS,FOUND IN
Fashion designer ,couturier,6,Haute couturier
Hindu or Sikh teacher ,guru,1,"A Guru is often considered a mentor, guide, and friend, and is revered for their wisdom, compassion, and spiritual authority."
Be of use to - wait on,serve,1,Serve a purpose for
Rough drawing ,sketch,1,Sketchy
Pasture ,lea,10,Clearing
Implied ,tacit,17,Tacit understanding
Continuous dull pain ,ache,1,Chronic ache
Style of hat ,panama,13,Panama hat
Intensive military attack ,blitz,1,Blitzkrieg
Strip ,undress,4,Undressed
Coming out ,emerging,2,Emerging from a closed space or situation
