CLUE,ANS,POS
Large flat dish ,platter,1
"Plant stems, edible when cooked ",rhubarb,8
Pugilism ,boxing,1
Bodkin ,needle,1
One works among trees ,forester,1
Assist ,help out,19
"Jolts, jars ",shocks,1
Male deer ,stag,2
Average (but poor),mediocre,2
Catch fire ,ignite,1
Unknown or peculiar ,strange,4
Expert in word origins ,etymologist,1
Earliest; good degree ,first,1
Swift deer-like animal ,antelope,2
Repair ,mend,2
Detective ,sleuth,1
Illuminated ,lit,1
Impediment,obstacle,1
Prizes or remunerations ,rewards,5
"Not hollow, the same throughout ",solid,1
Elucidated,clarified,3
Wealthy businessman ,magnate,8
Declare ,affirm,12
"Disappointment, being thwarted",frustration,3
Seldom ,rarely,1
