CLUE,ANS,POS,FOUND IN
Ten years ,decade,1,Decade - A period of ten years
Harbinger ,herald,1,"In literature and folklore, they might appear as omens or portents heralding significant events such as wars or natural disasters"
The Roman emperor said to have made his horse a consul,caligula,4,"The context implies an unusual event within Roman history, pointing towards Emperor Caligula who was infamous for such actions."
Broad smile,grin,1,Grinning widely
Inclined or took care of ,tended,3,Tended to
Lute-like instrument ,mandolin,2,Mandola (Italian stringed instrument related to mandolin)
Attire ,dress,5,Dressing
"Placido --, singer ",domingo,2,Tenor (Plácido Domingo)
Scottish residence of the British royal family ,balmoral,1,Balmoral Castle
Room in church ,vestry,15,Vestry (where clergy may prepare for services)
