CLUE,ANS,POS
Famous person (sl.) ,celeb,1
Acquiring skill or knowledge ,learning,1
Developing in small steps ,gradual,1
Writer (before printing was developed),scribe,1
"Smooth, glossy ",sleek,8
"Last, final or extreme ",ultimate,4
Aggressive masculine pride ,machismo,1
Pupil - erudite person ,scholar,1
Low in price ,cheap,8
The witching hour ,midnight,2
Encourage ,urge,18
Bomb fragments,shrapnel,1
Attack ,raid,5
The use of words which is the opposite of what they say ,irony,2
German name for Aix-la-Chapelle ,aachen,1
Venom ,poison,2
