CLUE,ANS,POS
"Collie, perhaps ",sheepdog,15
Burn ,combust,17
Givers as of blood ,donors,1
Uncooked ,raw,1
Regretted ,rued,7
Incorporeal being ,spirit,2
"Variety of agate, used as a gemstone",onyx,2
Pleads ,begs,3
Fine fabric ,silk,2
Informal conversation ,chat,1
Memorial of antiquity ,relic,1
Habitual worldwide traveller ,globetrotter,2
"Find, or establish in particular place ",locate,1
Japanese drama ,noh,2
Jewish meal ,seder,8
Region with more than three dimensions ,hyperspace,1
Dairy product ,cheese,3
Comprehended ,understood,1
Increase in size,grow,3
City on the Danube ,belgrade,2
Former shire official,reeve,1
Strength -- could possibly ,might,3
Chrysalis ,pupa,3
Consider likely to happen,expect,2
Renegade ,turncoat,6
Virus disease leaving pockmarks ,pox,3
Overcome; original copy ,master,7
Huge ,gigantic,3
Spoken ,oral,1
Bounce back ,rebound,1
Response ,answer,1
Instruct ,train,12
Exhibit ,show,2
State of SW US ,arizona,1
