CLUE,ANS,POS,FOUND IN
Egyptian canal ,suez,2,Suez Canal
Put into words ,phrase,4,Phrased
Source of illumination ,light,1,Light source
Paperback ,book,3,Booklet
Be present at ,attend,3,In attendance
Forward like Christian soldiers ,onward,10,Pressing onward
Swaggerer ,strutter,17,Swaggering strutter
Chinese dynasty -- Flash Gordon's foe ,ming,2,"Ming: Another Chinese dynasty, known for its cultural and artistic achievements."
Computer program loading method ,bootstrap,1,Bootstrapping
Bring up or stand up on hind legs ,rear,15,Rearrange (to stand upright)
Raised strip ,ridge,4,"RIDGE - A ridge is a narrow, raised strip of land or rock."
