CLUE,ANS,POS
Living in trees ,arboreal,24
Case for a sword ,scabbard,2
The 50th state ,hawaii,42
Harmful,noxious,2
Slender tower with balconies ,minaret,2
West African country ,ghana,2
Parvenu ,upstart,3
Performer's skill,artistry,10
Plait of hair at back of head ,pigtail,12
Pirates' flag ,jolly roger,2
Gifts ,presents,2
River in central Italy ,arno,44
Toothed wheel driven by a chain ,sprocket,5
Musical drama ,opera,2
Seat on horse or bike,saddle,2
Heavenly being ,angel,3
Insubstantial,thin,7
Very unkind,cruel,6
