CLUE,ANS,POS,FOUND IN
"27th US president, William",taft,8,William Howard Taft (successor to President William McKinley)
Lady with guests,hostess,3,Affable hostess
Large spade ,shovel,1,Big shovel
Hearing for an actor ,audition,1,Auditionee
Jumped,leapt,5,Leapt high
Large strong bags,sacks,2,Hefty sacks
Fleur-de-lis ,lily,6,Lily flower design in heraldry
Perform exceptionally ,excel,20,"Therefore, the listed words are related to excelling in performance across various domains (talents, skills, abilities)."
Made a Sir ,knighted,2,Knighted or ennobled
Chop with an axe ,hew,11,Hewer of logs
Shockingly unacceptable ,disgraceful,3,Disgracefully inadequate
An organised massacre of Jews ,pogrom,6,Anti-Semitic pogroms
Ill-suited ,unfit,2,Unfitting choice
City in Texas - all sad (anag) ,dallas,2,Desolate Dallas
Subject matter ,theme,1,Each clue's specific theme can greatly influence the type of words or phrases that would fit as potential answers.
Major world religion ,islam,2,Islam - A monotheistic faith that reveres Muhammad as its prophet and believes in the Quran as divine revelation.
Thin mortar for filling building joints etc,grout,4,Grouting agent
eg Pooh ,bear,1,"Bearish demeanor: A personality resembling the lovable, yet sometimes lazy Winnie-the-Pooh character."
