CLUE,ANS,POS,FOUND IN
Triangle with two sides of equal length ,isosceles,2,Isosceles triangle
Backlash,repercussion,12,Repercussions of an act
Diminutive animal doctor ,vet,1,Veterinarian
Excessively instructive ,didactic,10,Didactic (to a fault)
Exclamation of pain - that hurt! ,ouch,1,Ouch!
Sign up ,enrol,1,Enroll
War god - chocolate bar - spoils,mars,1,Mars (Roman war god)
Takes control without authority ,usurps,1,Usurps power
French definite article ,les,1,"Here are the words you requested, with the definite articles included:"
Enfold ,wrap,18,Wrap up
Additional strengthening dose ,booster,1,Booster shot
Motif of intertwined initials ,monogram,1,Monogrammed
