CLUE,ANS,POS,FOUND IN
Golfer's support ,tee,3,Tee-time assistant
Superman's world and a gas ,krypton,1,Krypton-based reality
Dark brown fur,sable,7,Sable-brown fur
Chocolate substitute ,carob,2,Carob product
Complain; meat ,beef,2,Beefed-up complaint
Portraying romanticised country life ,pastoral,2,Pastoral elegance
Illumination ,light,2,Enlightened
Show to be false ,debunk,10,Myth debunked
Change direction ,turn,2,Turnaround
Noted Norwegian playwright ,ibsen,1,Henrik Ibsen
Check on - large lizard,monitor,1,Monitored
"Dry, parched ",arid,1,Aridity
Deduce ,infer,1,"Inferring from the context, ""left hungry"" might suggest a situation where someone has been deprived or neglected in terms of nourishment"
"Ankle, e.g. ",joint,19,"Joint lock (martial arts term, can relate to ankle immobilization)"
SI unit of electromotive force,volt,1,Volt (V)
