CLUE,ANS,POS
Died by submersion ,drowned,1
Grumbler ,grouch,3
Muck ,dirt,5
Border or leeway ,margin,9
Automaton resembling a human,android,1
Money lodged to secure release pending trial ,bail,1
Glue ,adhesive,1
Item of make-up ,lipstick,1
God ,deity,9
Pent-up like river water ,dammed,10
"Eg, Tuesday ",weekday,7
"Obstinate, unwilling to yield ",stubborn,1
Chant ,sing,1
Tetanus ,lockjaw,1
Total failure; fall heavily ,flop,15
Mouth-organ ,harmonica,2
Secret police of the former German Democratic Republic,stasi,2
Central part ,core,1
Broadcast ,transmit,3
Fast-running African bird ,ostrich,8
Guardian ,keeper,5
