CLUE,ANS,POS,FOUND IN
Cowboys' contest ,rodeo,1,Rodeo challenge
Waste,squander,4,Squandered
String of beads ,necklace,1,Bead necklace
Accumulated fragments from erosion - it rusted (anag),detritus,4,Corroded detritus
Study of human and animal behaviour ,psychology,5,Comparative psychology
Not paid at the scheduled time ,overdue,3,Overdue money
Large spoon ,ladle,14,Voluminous ladle
Militant Irish nationalist organisation,ira,1,IRA (Irish Republican Army)
Detachment for security or reconnaissance ,patrol,17,Off-duty patrol
Repository for objects of historical interest ,museum,7,Museum repository
Withdraw former statement or belief ,recant,2,Recantation
