CLUE,ANS,POS
Small tower on a castle ,turret,5
Marsupial ,wallaby,2
Region of South America ,patagonia,4
Woven container ,basket,2
Something owed,debt,1
Gather together ,assemble,1
Branch of knowledge ,science,1
Words - said by judge,sentence,4
Foe ,enemy,3
Minor argument ,spat,6
Easing of hostilities ,detente,14
Flow of air or water ,current,10
Young geese,goslings,1
"In yoga, a centre of spiritual power in the body ",chakra,1
Make longer ,extend,1
Absence of sound ,silence,1
Chocolate substitute ,carob,1
Series of eight notes in music ,octave,1
Question closely ,interrogate,2
Burning fiercely ,flaming,8
Light-hearted friendly talk ,banter,1
Affable ,genial,5
Regular customer; backer ,patron,1
Underwater missile,torpedo,1
Edge of pavement ,kerb,9
Subatomic particle ,neutron,3
Up-to-date ,modern,3
Murder (mainly US) ,homicide,1
Handgun ,pistol,1
Ill-mannered ,rude,1
"King (I of England, VI of Scotland)",james,1
Clothes cupboard ,wardrobe,1
Concurred,agreed,1
