CLUE,ANS,POS,FOUND IN
Fewer ,less,14,Less available
Film ,movie,3,Movie-going experience
Wryly satirical ,ironic,1,Ironically satisfied
Sorcery -- conjuring ,magic,5,Magical summoning
Golf ball support ,tee,3,Tee holder
Take over plane by force in flight ,hijack,1,Hijacking
Quavering,tremulous,12,Tremulous utterance
Beforehand ,early,8,Early on
Polite addition to a request ,please,8,"Please consider doing this for me,"
A feeling of righteous anger,outrage,6,Outraged
Large military force,army,9,Standing army
Born of closely related people ,inbred,16,Inbred generation
