CLUE,ANS,POS
"George _______, nom de plume of Eric Blair",orwell,1
Arduous walk,trek,1
Interconnected system of things or people ,network,1
Dexterity ,skill,20
Woolly animals ,sheep,4
Official record of names etc. ,register,1
Death notice ,obituary,1
Cage(s) to keep birds ,aviary,1
Old song 'Auld . . . . Syne' ,lang,1
Hence ,thus,4
Gain knowledge ,learn,3
Cooking stove,range,1
Niche or recess ,alcove,1
High quality brandy,cognac,1
Alfred Hitchcock was the master of it ,suspense,1
Erase ,delete,15
Small crude shelter ,hut,2
Bantu language ,swahili,1
By the sea ,coastal,1
City in Sweden ,uppsala,4
Device to reduce vibrations ,shock absorber,10
Eat lightly and often ,graze,18
Breadwinner ,earner,4
