CLUE,ANS,POS
Decoration ,embellishment,3
Finlandia composer ,sibelius,1
Person whose earnings support the family ,breadwinner,2
Man-made lake or tank,reservoir,1
Filled pasta squares ,ravioli,2
Nonmilitary person ,civilian,1
Start ,begin,1
Saturate ,drench,3
US state ,kansas,16
Impelling ,urging,1
Curt ,terse,15
Kind (of entertainment?),variety,16
(Walk with) a stiff pompous gait ,strut,1
False excuse ,pretext,12
Additional cost,surcharge,1
Goes beyond ,exceeds,1
Child's construction set ,lego,1
Lizard that can change its skin colour ,chameleon,1
Indian tea state ,assam,1
Pare ,trim,2
Supporting the motion ,seconding,10
Not merited ,unearned,1
"Fake, phoney ",bogus,2
Obscured ,veiled,3
Decorates ,adorns,1
Zero,nil,5
"Subject to change, variable ",unstable,13
Gala ,fete,4
Saint and King of Norway ,olaf,2
Hairstyle cut shortly and evenly all round,bob,1
Person with refined tastes in food and drink ,epicure,1
