CLUE,ANS,POS
Raise ,elevate,1
Describes poorly groomed hair ,shaggy,11
Green public spaces ,gardens,2
Discolorations or dirt marks ,stains,1
TV motoring programme ,top gear,1
A cloche (anag) - spiral cavity of the inner ear,cochlea,1
Concerning home affairs ,domestic,1
"Requires, is in want of ",needs,1
Lady Hamilton's admiral lover ,nelson,1
Falsehood ,lie,1
Snatch,grab,1
Surpass ,excel,4
Unreal ,illusory,6
Fermented grape juice ,wine,1
Young woman entering society ,debutante,1
"Franz ....., Czech author of 'The Trial' ",kafka,1
Birds of prey ,eagles,2
Unwell ,ill,1
Annoy continually ,harass,2
Hitchcock film ,the birds,7
Lends a hand ,assists,1
