CLUE,ANS,POS
Small tower on a castle ,turret,2
Marsupial ,wallaby,2
Torment lightly ,tease,1
Construction workers ,builders,1
Region of South America ,patagonia,1
Invalid's attendant ,carer,10
Unnatural lack of colour,pallor,2
Something owed,debt,1
Gather together ,assemble,1
Electronic image ,bitmap,6
Despite the fact that ,although,5
Branch of knowledge ,science,4
Foe ,enemy,1
Minor argument ,spat,13
(Of a building) encased for repairs in a temporary framework,scaffolded,1
Easing of hostilities ,detente,4
Flow of air or water ,current,1
Young geese,goslings,1
"Bend, distort ",twist,2
"In yoga, a centre of spiritual power in the body ",chakra,1
Frank ,open,20
Series of eight notes in music ,octave,1
