CLUE,ANS,POS
Chance event ,accident,1
Building ,edifice,3
"-- Flynn, film actor ",errol,1
Informer ,rat,16
Jubilant ,ecstatic,9
Answered back ,replied,3
Violent storm ,tempest,5
Wee ,tiny,1
Putting a question ,asking,1
Cunning ,sly,3
Hoofed animal ,deer,3
Peacefulness ,tranquility,3
Cask stopper ,bung,1
Long periods of time - noes have it ,eons,1
Capital of Bulgaria ,sofia,1
Flashlight ,torch,5
Saviour ,rescuer,1
Bet ,wager,1
Relatives by marriage ,in-laws,1
Nebraska city,omaha,1
Container for serving food,dish,3
