CLUE,ANS,POS,FOUND IN
Of abode of the blessed dead in Greek mythology ,elysian,2,Elysian Fields
Crowd ,mass,2,Mass gathering
Inebriated ,drunk,3,Slightly drunk
Italian sparkling wine ,asti,4,Asti Spumante
Public occasion ,event,1,Community event
Suffer great hunger ,starve,9,Starved out
Easy gallop ,canter,10,Gentle canter
Noah's vessel ,ark,1,Ark-like structure
It may be grizzly or polar ,bear,1,Bearish climate
Identical ,same,11,"Literal translation (different words, same meaning)"
Rips; droplets ,tears,9,Tear (in the context of tears falling as droplets)
Plaything ,toy,1,Toy-centric individual
Pulverise ,mash,3,Smash with force
Emaciated ,skeletal,12,Skeletal frame
