CLUE,ANS,POS,FOUND IN
Former prime minister ,thatcher,1,Margaret Thatcher (UK)
Feature supplementing standard model ,add-on,5,Add-on - Something that is included to improve upon or supplement an existing standard model.
Point directly overhead ,zenith,1,"Zenith - The point in the sky directly above an observer on Earth, or its highest point."
Capsule containing injection dose ,ampoule,6,Injection ampoule
Occurring in repeated series of events ,cyclic,1,Cyclical
Performance venue ,arena,8,Sports Arena
Young eel ,elver,1,Elvers
University qualification,degree,1,Bachelor's Degree
The emblem of the US is bald ,eagle,1,"Eagle (more specifically, an eagle with no feathers on its head)"
Brush gently - coup,stroke,4,Brushstroke (an element of painting that can be gently applied)
Bluish shade of green ,teal,7,Teal (a medium-dark tone of blue-green)
Booth; prevaricate ,stall,2,Vendor stall (as in fair booths)
