CLUE,ANS,POS
Birds with red breasts ,robins,3
Unlawful killing ,murder,1
Mollycoddle ,pamper,4
"Reasonable, logical ",rational,2
Sound of pain or despair ,groan,4
"Nominates, oddly, the US state ",minnesota,17
Playing card,ace,1
Mass of cells formed by bees ,honeycomb,3
Childish ,infantile,2
Element used as semiconductor,silicon,1
City by the Great Pyramid ,giza,1
US state capital - Dusty ,springfield,17
Greek goddess of peace ,irene,4
Ballet skirt ,tutu,1
Stronghold ,fortress,5
Wander about,roam,1
Association football ,soccer,1
Port in Brittany ,brest,1
Love affair ,romance,1
Funeral lament ,dirge,3
"Laugh at, make fun of",deride,5
Viscous bituminous substance,tar,4
