CLUE,ANS,POS
Study of birds ,ornithology,1
Force that produces rotation ,torque,1
"Brilliant, fantastic ",superb,9
Turkic language ,tatar,4
Sequences of instructions to computers ,programs,2
Tale ,yarn,5
Spanish peninsula ,iberia,1
"Ex-Portuguese colony annexed by Indonesia, independent since 2002",east timor,1
Outlook,prospect,2
Course of action ,policy,14
Hindu ascetic ,yogi,3
Night birds ,owls,1
Affronted ,insulted,2
Plaything ,toy,1
Light-hearted friendly talk ,banter,1
Circular frame with spokes,wheel,1
A landed estate ,demesne,16
Yield - gain,profit,8
Rigorous ,stringent,18
Fear ,terror,4
Groups of singers ,choirs,1
Carve ,engrave,3
