CLUE,ANS,POS
Euphoria ,bliss,1
Narrow track or path ,lane,2
Islamic law ,sharia,1
People who attack in search of booty ,marauders,2
"Shrewdness, in business perhaps ",acumen,2
Messenger; plant shoot ,runner,3
Dairy product ,butter,2
Drinking tubes ,straws,1
Downfall,ruin,3
Legal process of removal from office ,impeachment,1
Road material,macadam,3
(Of maths) in base eight ,octal,1
Timepiece used to measure race results ,stopwatch,1
Highest mountain ,everest,1
Saint's circle of light ,halo,1
Aviator ,pilot,1
Departure,exit,2
Dribble ,trickle,6
Elevate,lift,1
One in protest walk ,marcher,3
Misbehave ,act up,2
New Zealander (informal) ,kiwi,1
Win the lot; remove dirt ,clean up,1
Substance that flows ,liquid,1
Recover losses ,recoup,10
Frozen dessert ,ice cream,1
"Stronghold, citadel ",bastion,2
Rage ,fury,2
Co-operation,teamwork,1
Nobleman ,duke,2
Knife ,dagger,18
Shiny silicate mineral ,mica,3
Slightly strange ,eccentric,1
Fish eggs ,roe,2
Old-time dance,two-step,15
Take exam again ,resit,4
North American mammal with a ringed tail ,raccoon,3
Public official who conducts inquests ,coroner,1
A wild pig ,boar,1
Royal female ,princess,2
Hazards ,dangers,2
