CLUE,ANS,POS
Makes comprehensible ,explains,9
"Soft, velvety fabric",chenille,7
Favouritism ,bias,1
Young hares ,leverets,5
Baby's plaything,rattle,2
Foreign (from outer space?),alien,1
Keenness for food ,appetite,1
Roman goddess of the hunt ,diana,1
Garden dwarf ,gnome,1
"Bold, audacious ",daring,2
Immature form of an insect ,nymph,1
Orchestral hardware ,instruments,1
Tidy ,neat,1
Luscious ,delectable,9
Resembling soil,earthy,1
Hill near Telford ,wrekin,1
Politically-inspired murder ,assassination,1
Refusal to accept an unpalatable truth ,denial,1
"Abnormal, aberrant ",atypical,10
Entrap ,snare,6
Pondered ,mused,4
Christian festival period ,eastertide,8
New York City borough,brooklyn,2
Unlock ,unbolt,5
