CLUE,ANS,POS,FOUND IN
The home of sherry ,jerez,2,Jerez - The city in Spain where sherry is produced and aged.
Fermenting grape juice ,must,18,Must (fermentation mixture)
Glance over ,scan,9,Scanty survey
Greek teller of animal tales with a moral ,aesop,1,Here are 20 words related to Aesop's tales:
Whisper,murmur,5,Murmured
"Declare confidently, promise ",assure,2,Assuredly
Noble gas used in illuminated signs ,neon,1,"Neon is a popular choice for signage due to its bright, vibrant light and ability to be shaped into various forms and designs"
Peter Pan author ,barrie,1,Barrie.
Hang down or be connected to something ,depend,7,Dependent on
"Tube for air, cables, etc ",duct,6,Wiring ducts
