CLUE,ANS,POS
Pilfered,stolen,12
Feeling or showing romantic love ,amorous,3
It carries genetic information ,dna,1
'Goldfinger' author ,ian fleming,1
Skin disorder,eczema,2
Child's plaything ,toy,1
Sensible ,rational,6
Young deer ,fawn,1
Arthur's sorcerer ,merlin,1
Cowboy's rope ,lasso,1
Ronnie Scott's music?,jazz,1
Ancient Greek town with 21 ,delphi,5
Destructive ,ruinous,2
Old Crusader Knight ,templar,18
"Greek philosopher (Poetics, Politics) ",aristotle,1
Duelling weapon ,epee,9
Doorpost ,jamb,15
Natural fibre ,cotton,1
Repair ,mend,2
Unwrinkled ,smooth,5
Satirical sketch ,skit,6
"Modify, correct ",amend,1
Bad luck,ill fortune,9
Egyptian port and canal ,suez,2
