CLUE,ANS,POS
Former West German capital ,bonn,1
South Pacific member of the Commonwealth ,fiji,1
Subcontinent ,india,1
Impractically idealistic,quixotic,18
Instinctive ,intuitive,9
That which is aimed at ,target,1
"'Jeers, provokes (6)' ",taunts,6
Mediocre ,average,1
Peculiar in behaviour ,quirky,4
Expression of disapproval ,reproach,6
Conflict ,strife,14
Flax fabric ,linen,1
University teacher ,lecturer,2
Sudden thrust in fencing ,lunge,1
Organic matter in topsoil ,humus,1
Unintelligent ,stupid,1
Guffaw ,laugh,2
Pull a face ,grimace,3
One in loco parentis ,guardian,1
"Career, calling ",vocation,2
Unit of energy ,erg,7
Pieces of broken glass ,shards,1
South African currency,rand,1
Building for travellers ,hotel,1
"Differ, dissent",disagree,2
Treat with disrespect ,insult,1
Decline ,ebb,11
Person who jeers speaker from the crowd ,heckler,1
"Uninvolved, distant ",aloof,2
Ground - rare tin (anag) ,terrain,15
Pennine town in Greater Manchester ,rochdale,3
Legal enactment ,statute,2
Woman's garment,blouse,3
Gift (to charity) ,donation,1
"Examined, tried ",tested,8
"Keenness, avidness ",eagerness,4
