CLUE,ANS,POS,FOUND IN
Refuse to do business with ,boycott,14,Boycotting industrial associations
Injure or harm severely ,maim,9,Maim (inflict a permanent crippling injury)
First batsman ,opener,2,Opener 
Thrill,excite,15,Pursuit of excitement
Protecting ,shielding,3,Shielding (in various contexts)
Tedium,ennui,10,Ennui (French for a feeling of listlessness)
'Lolita' author ,nabokov,2,"Nabokov - The author Vladimir Nabokov wrote ""Lolita."""
Lift or hold something to assess its weight,heft,7,Determining heft
Compulsory,forced,6,Enforced
Turn hide into leather ,tan,1,Tanning
(Of a romance) rapidly sweeping you off your feet? ,whirlwind,6,Whirlwind affair
