CLUE,ANS,POS,FOUND IN
Dessert ,sorbet,17,"Berry sorbet (refers to a light, refreshing dessert)"
Irish lakes or arms of the sea ,loughs,1,"Loughs (plural form for Irish ""lakes"")"
Small peach-like fruit ,apricot,16,"Petite apricot (apricots can have a peachy flavor and are small fruits, though not technically plum-like)"
Severe flood ,deluge,9,Deluge-affected area
Secret plot; clique ,cabal,9,Silent cabal
Type of menu ,a la carte,13,A la carte starters
Blind guess,shot in the dark,14,Blind shot in the dark
Rare ,uncommon,2,Uncommon occurrence
Tear into scraps ,shred,2,Shredded pieces
Sanskrit treatise on the art of love,kama sutra,15,Kama Sutra's commentaries by philosophers like Vatsyayana
Flat raised land ,plateau,3,"Plateau (although typically characterized by a flat top, it can have slight elevations)"
Skilled Himalayan mountaineer ,sherpa,15,Sherpa-like agility and strength
Riding trousers ,breeches,8,Ride-ready breeches
Standard ,norm,2,Normal
Brazilian tree or its wax ,carnauba,1,Carnauba (source of carnauba wax)
"Wheedle, coax ",cajole,14,Cajolery 
Moon feature ,crater,2,"Highlands: The lighter-colored, heavily cratered areas of the lunar surface"
Rebirth in a new body ,reincarnation,14,Reincarnation (from spiritual or philosophical perspectives)
Understanding - crowd,gathering,3,Large gathering
