CLUE,ANS,POS
"Sphere, globe ",orb,3
Branch of technology including aviation ,aerospace,3
Root vegetable ,carrot,2
Church robe ,vestment,54
"Very wealthy person, especially an industrialist ",fat cat,18
"Foretell, be a sign of ",augur,8
Skin complaint ,eczema,2
Long-necked bird ,emu,43
"Cunning, deceitful ",crafty,3
Immense ,vast,6
Bring charge against ,accuse,2
Place of religious retreat for Hindus ,ashram,2
Booty ,loot,3
Perilous ,risky,5
Perpendicular ,vertical,3
"Kind of nut, makes nice icing on cake ",almond,7
German motorway ,autobahn,2
Container for beer etc ,barrel,8
