CLUE,ANS,POS
Academy award ,oscar,2
Moisture condensed at night ,dew,1
Prosecute ,sue,4
Tosca composer ,puccini,1
Daydream ,fantasy,1
Planet second nearest to the sun ,venus,1
Eat this by way of apology ,humble pie,1
Deep red spice,paprika,1
Coma ,stupor,4
One who watches ,viewer,7
Remains of a prehistoric plant or animal ,fossil,1
US state ,pennsylvania,8
Permissive,tolerant,1
Advise strongly or prod ,urge,2
Avoid or abstain from ,eschew,2
Lloyd Webber musical ,evita,1
Calling for immediate attention,urgent,2
New England state ,maine,1
