CLUE,ANS,POS,FOUND IN
"Peril, risk ",danger,1,Dangerous
Graven image or greatly admired person ,idol,6,Celebrity idol
Sovereign ,ruler,8,Absolute ruler
Line of rotation ,axis,4,Twist axis
Neither equilateral nor isosceles ,scalene,1,Scalene triangle
"Allocate, a job say ",assign,3,Assigner
Made a check mark ,ticked,7,Ticked box
Of an empire ,imperial,19,Imperial jurisdiction
Bury ,inter,7,Interred
Officially allow ,permit,1,Permitted
"Pink, increased ",rose,9,Crimson rose (metapranominal reference to a pink flower)
