CLUE,ANS,POS,FOUND IN
European capital ,prague,9,Prague (Czech Republic)
Tail end ,rump,12,Rumpus
"Irish organisation for women, initially ",ica,3,Cumann na mBan - The historical organization formed during the 1n Ireland to support the republican cause and assist in the War of Independence.
Jump on one foot ,hop,1,Hopscotch
Particles of stone/sand ,grit,13,Gritty particles
Lounge ,recline,4,Recliner
One of the biblical twelve ,apostle,20,"Barnabas (although not one of the original twelve apostles, he is closely associated with them and was a part of their circle.)"
Widely known and esteemed ,noted,4,Noted  
Traditional Christmas stage show with Dame ,pantomime,5,Pantomime Spectacular
Friendly - type ,kind,11,Kindred
