CLUE,ANS,POS,FOUND IN
Famous person (sl.) ,celeb,1,Celebrity
Operatic ego ,diva,1,Diva-like
Calif. university; Irish philosopher ,berkeley,2,"University of California, Berkeley"
Walked about in a preoccupied or frustrated way ,paced,1,Paced nervously
Developing in small steps ,gradual,5,Gradual progression
Pupil - erudite person ,scholar,1,Scholarly individual
Atom cores ,nuclei,14,Atomic nuclei
Give fresh life to ,renew,2,Renewed
Sea duck with soft down ,eider,13,Spectacled Eider
Brad or tack ,nail,11,"A small metal spike or nail with a flat, broad head and a pointed end, used for fastening or securing objects."
Cairo landmarks ,pyramids,1,"The Pyramids of Giza - including the Great Pyramid of Khufu, one of the Seven Wonders of the Ancient World."
