CLUE,ANS,POS
Practice piece of work ,exercise,2
In spite of that ,nevertheless,3
Authentic ,real,5
Quiet!,hush,1
Region around Middlesbrough ,teesside,1
Northern seabird with short neck and brightly coloured bill,puffin,1
Genuine ,authentic,1
Messenger of God ,angel,2
Eagle's nest ,eyrie,11
Beer mug ,tankard,6
Scientific study of animals ,zoology,2
Salaries etc ,earnings,4
Historic periods or prolonged time ,ages,3
Throw hard,hurl,3
Profound ,deep,2
Man's name ,ian,9
Stratum ,layer,1
Notion ,concept,1
"Causing injury or damage, say poison or malice ",harmful,1
"Formal, ceremonial ",solemn,2
Protection for the head ,helmet,1
Collect ,gather,2
"Morally correct, in accordance with principles ",ethical,1
A Greek dip ,taramasalata,10
Ranch in Latin America ,hacienda,1
It's said to be the mother of invention ,necessity,1
One without mother or father ,orphan,1
Well known or easily recognised ,familiar,3
Unit of a poem ,stanza,42
Improvised ,impromptu,8
Donkey ,ass,2
Criminal who makes dud bank notes ,forger,1
Beer ,lager,2
Cereal crop ,oats,5
Mythological monster ,chimera,2
"Lump (of gold, etc) ",nugget,1
Stretchy ,elastic,1
Chaos ,turmoil,4
