CLUE,ANS,POS
Tree yielding light wood,balsa,2
Large property ,estate,1
Affection,warmth,5
Hamlet's mother ,gertrude,1
Heavenly,celestial,2
Entertains ,amuses,1
Gross mistake,blunder,1
Kinship between women ,sisterhood,1
Interlace strands of material ,weave,2
Lacking in excitement ,mundane,17
Criminal deception,fraud,1
Makes a speech ,orates,1
"Wild, unruly ",turbulent,7
Local dignitary ,mayor,1
As one,together,1
Not guilty ,innocent,2
Without anxiety or responsibilities ,carefree,1
Put back together again ,reassembled,1
Protective or concerned ,caring,1
Retail outlet,shop,2
Royal insignia ,regalia,13
Covert ,stealthy,3
Discourage ,deter,1
Cold meal ,salad,1
Evident - tangible ,palpable,16
