CLUE,ANS,POS,FOUND IN
"Like oxygen, neon, etc ",gaseous,13,Gaseous at room temperature
Swindle ,hustle,5,Hustle: A fraudulent scheme or trick used to swindle someone.
Banknote; beak ,bill,2,Dollar bill (a type of banknote commonly featuring a bird-like eagle at the center)
Oriental two-wheeled carriage,rickshaw,4,Cycle rickshaw
"Of skin, yellowish in colour ",sallow,4,Sallow complexion
Playing card; sailor ,jack,1,"Jack - the highest face value in a deck, shares name with a naval officer."
Swimming stroke ,crawl,7,Front crawl
Draw (brows) together ,knit,12,Brows knitted together
Sacred beetle ,scarab,1,Scarabs (Egyptian beliefs)
In favour of ,pro,6,Pro-active in backing
Push lips out as sign of annoyance ,pout,1,Pouting
