CLUE,ANS,POS
"Italian political philosopher, proponent of unscrupulous government, d. 1527",machiavelli,1
Enormous ,vast,5
Line (of mountains) ,range,3
Coarse fibre used in making sacks etc ,jute,1
Prejudice ,bias,1
Flag ,standard,4
Writing desk ,escritoire,1
Looked like ,resembled,1
Small rodents ,mice,1
One who got away ,escapee,1
A Dutch cheese ,edam,1
Canada's largest city,toronto,1
Atheistic ,godless,9
Metamorphoses author ,ovid,1
Humiliation ,shame,1
Evening meal ,supper,2
Shade of red ,cerise,11
Time without end ,eternity,1
Able to become adjusted to suit new conditions ,adaptive,15
Anger or irritation ,ire,8
Also; similarly ,likewise,4
Copious ,ample,4
Administrative centre of Devon ,exeter,1
Profoundness ,depth,1
Greek hero of the Trojan War,achilles,1
Items of bed linen ,pillowcases,2
Globule ,drop,5
"This instant, without delay ",at once,11
Church song ,hymn,1
Trial to establish precedent,test case,1
Young deer ,fawn,1
Looking at ,eyeing,7
Desk receptacle for jobs to be done ,in-tray,1
Happen ,occur,1
