CLUE,ANS,POS
Munificent ,philanthropic,4
Armistice ,truce,2
Member of radio audience ,listener,1
With long untidy fur ,shaggy,1
Recede like the tide ,ebb,1
Infernal,fiendish,3
Country of southern Africa ,namibia,7
Peak,pinnacle,4
Leniency ,clemency,13
Seashore crustacean ,crab,1
Most up-to-date ,latest,1
Contaminate ,taint,2
Foreign representative ,diplomat,4
Subtle skill - bridge manoeuvre,finesse,5
Jumping chess piece ,knight,3
Listener ,hearer,2
Earned or unearned revenue. ,income,1
Not subject to death ,immortal,1
Avaricious ,greedy,1
Rope fibre from leaves of tropical plant ,sisal,1
Church officer ,deacon,5
Tagged ,labelled,1
Destroy completely ,exterminate,6
"Sovereign's orb, sceptre etc",crown jewels,3
Channel island ,alderney,3
Elf or fairy ,sprite,15
Army fighter ,soldier,3
Smartly turned out ,well-dressed,12
Greed ,avarice,1
Country ,nation,1
European language ,german,2
Coagulate (of milk),curdle,1
Highest point (of achievement?) ,acme,3
Nonsense ,balderdash,2
Couch ,sofa,1
